ID,heading,sortid,path
15578,"Landor, Walter Savage (Subject)",15581.5,11/2595/F1424
15579,"Landor (Titles, etc.)",15582.5,11/2595/F1425
15580,Lands,15583.5,11/2595/F1426
15581,Landscape,15584.5,11/2595/F1427
15582,Landscape architects,15585.5,11/2595/F1428
15583,Landscape gardening,15586.5,sub
15584,"Landscape gardening (Titles, etc.)",15587.5,11/2595/F1433
15585,Landscape painter,15588.5,11/2595/C1348
15586,Landscape painting,15589.5,sub
15587,"Landscape painting, American",15590.5,11/2596/F1439
15588,Landscape protection,15591.5,11/2596/F1440
15589,Landseer,15592.5,11/2596/F1441
15590,Landt,15593.5,11/2596/F1442
15591,Lane,15594.5,11/2596/F1443
15592,"Lane, H",15595.5,11/2596/F1444
15593,"Lane, R",15596.5,11/2597/F1445
15594,Lane-Poole,15597.5,11/2597/F1446
15595,Lang,15598.5,11/2597/F1447
15596,"Lang, Andrew",15599.5,11/2597/F1448
15597,"Lang, B",15600.5,11/2597/F1449
15598,"Lang, J",15601.5,11/2597/F1450
15599,"Lang, P",15602.5,11/2597/F1451
15600,Langa,15603.5,11/2597/F1452
15601,Langbank,15604.5,11/2598/F1453
15602,Lange,15605.5,11/2598/F1454
15603,"Lange, G",15606.5,11/2598/F1455
15604,"Lange, M",15607.5,11/2598/F1456
15605,"Lange, V",15608.5,11/2598/F1457
15606,Langenbach,15609.5,11/2598/F1458
15607,Langer,15610.5,11/2598/F1459
15608,Langeron,15611.5,11/2599/F1460
15609,Langford,15612.5,11/2599/F1461
15610,Langhe,15613.5,11/2599/F1462
15611,Langland,15614.5,11/2599/F1463
15612,Langle,15615.5,11/2599/F1464
15613,Langlois,15616.5,11/2599/F1465
15614,Langmaack,15617.5,11/2599/F1466
15615,Lango,15618.5,11/2600/F1467
15616,Langsdorf,15619.5,11/2600/F1468
15617,Language,15620.5,11/2600/F1469
15618,Language and languages,15621.5,sub
15619,Language and laughter,15622.5,11/2601/F1484
15620,Language arts,15623.5,11/2602/F1485
15621,Language laboratories,15624.5,11/2602/F1486
15622,Language on ...,15625.5,11/2602/F1487
15623,Languages,15626.5,sub
15624,"Languages, Artificial",15627.5,11/2602/F1498
15625,"Languages, Modern",15628.5,sub
15626,"Languages, National",15629.5,11/2603/F2856
15627,Langue,15630.5,11/2603/F2857
15628,Langues,15631.5,11/2603/F2858
15629,Lanier,15632.5,11/2603/F2859
15630,Lank,15633.5,11/2603/F2860
15631,Lanni,15634.5,11/2603/F2861
15632,Lanoux,15635.5,1/2604/F2862
15633,Lansing,15636.5,1/2604/F2863
15634,Lanter,15637.5,1/2604/F2864
15635,Lanval,15638.5,1/2604/F2865
15636,Lao,15639.5,1/2604/F2866
15637,Laos (Person),15640.5,1/2604/F2867
15638,Laos (Place),15641.5,1/2604/F2868
15639,Laos (Kingdom),15642.5,1/2604/F2869
15640,"Laos, French Indo-China",15643.5,1/2604/F2870
15641,LaPaz,15644.5,1/2605/F2871
15642,LaPeyre,15645.5,1/2605/F2872
15643,Lapie,15646.5,1/2605/F2873
15644,Laplace,15647.5,1/2605/F2874
15645,LaPlacette,15648.5,1/2605/F2875
15646,LaPlata,15649.5,1/2605/F2876
15647,Laplaza,15650.5,1/2605/F2877
15648,Lapp,15651.5,1/2606/F2878
15649,Lapps,15652.5,1/2606/F2879
15650,Laptev,15653.5,1/2606/F2880
15651,Lara,15654.5,1/2606/F2881
15652,Laramore,15655.5,1/2606/F2882
15653,Larcher,15656.5,1/2606/F2883
15654,Lardy,15657.5,1/2607/F2894
15655,Large,15658.5,1/2607/F2895
15656,Larguier,15659.5,1/2607/F2896
15657,Laris,15660.5,1/2607/F2897
15658,Lark,15661.5,1/2607/F2898
15659,Larkmeadow,15662.5,1/2607/F2899
15660,LaRoche,15663.5,1/2607/F2900
15661,LaRouchefoucauld,15664.5,1/2607/F2901
15662,"LaRouchefoucauld, Francois, 1613-1680",15665.5,sub
15663,"LaRouchefoucauld, Francois, 1613-1680 (Subject)",15666.5,2/2608/F2887
15664,"LaRouchefoucauld, Francois, 1765-1848",15667.5,2/2608/F2888
15665,LaRoque,15668.5,2/2608/F2889
15666,Larra,15669.5,2/2608/F2890
15667,Larre,15670.5,2/2608/F2891
15668,Larsen,15671.5,2/2608/F2892
15669,Larson,15672.5,2/2608/F2893
15670,"Larson, N",15673.5,1/2609/F2902
15671,Larue,15674.5,1/2609/F2903
15672,Lasala,15675.5,1/2609/F2904
15673,Lasan,15676.5,1/2609/F2905
15674,Lasch,15677.5,1/2609/F2906
15675,Laser industry,15678.5,1/2609/F2907
15676,Lasers,15679.5,sub
15677,Lasers (Titles etc.),15680.5,2/2610/F2911
15678,Lasic,15681.5,2/2610/F2912
15679,Lasker,15682.5,2/2610/F2913
15680,Laski,15683.5,2/2610/F2914
15681,Laslett,15684.5,2/2610/F2915
15682,Lassalle,15685.5,2/2610/F2916
15683,Lasserre,15686.5,2/2611/F2917
15684,Lassus,15687.5,2/2611/F2918
15685,Last (Person),15688.5,2/2611/F2919
15686,"Last ... (Titles, etc.)",15689.5,2/2611/F2920
15687,Last E,15690.5,2/2611/F2921
15688,Last L,15691.5,2/2611/F2922
15689,Last P,15692.5,2/2611/F2923
15690,Last U,15693.5,2/2611/F2924
15691,Lastman,15694.5,2/2612/F2925
15692,Lata,15695.5,2/2612/F2926
15693,Late education,15696.5,2/2612/F2927
15694,Lategan,15697.5,2/2612/F2928
15695,Lateral,15698.5,2/2612/F2929
15696,Latham,15699.5,2/2612/F2930
15697,Lathe,15700.5,2/2612/F2931
15698,Lathrop,15701.5,2/2612/F2932
15699,"Lathrop, J",15702.5,2/2613/F2933
15700,Lati,15703.5,2/2613/F2934
15701,Latin America,15704.5,sub
15702,"Latin America (Titles, etc.)",15705.5,3/2616/F2978
15703,Latin American,15706.5,3/2616/F2979
15704,Latin American literature,15707.5,3/2617/F2980
15705,Latin American poetry,15708.5,3/2617/F2981
15706,Latin drama,15709.5,3/2617/F2982
15707,Latin language,15710.5,sub
15708,"Latin language, Medieval",15711.5,4/2619/F3003
15709,"Latin language, Postclassical",15712.5,4/2619/F3004
15710,Latin literature,15713.5,sub
15711,"Latin literature (Selections: extracts, etc.)",15714.5,4/2619/F3016
15712,Latin orations,15715.5,4/2619/F3017
15713,Latin poetry,15716.5,4/2619/F3018
15714,Latin poetry (Collections),15717.5,4/2620/F3019
15715,"Latin poetry, Medieval",15718.5,4/2620/F3020
15716,Latin satire,15719.5,4/2620/F3021
15717,Latium,15720.5,4/2620/F3022
15718,Latour,15721.5,4/2620/F3023
15719,LaTrappe,15722.5,4/2620/F3024
15720,Latte,15723.5,4/2621/F3025
15721,Lattice,15724.5,4/2621/F3026
15722,Lattin,15725.5,4/2621/F3027
15723,Latvia,15726.5,sub
15724,"Latvia (Titles, etc.)",15727.5,4/2621/F3033
15725,Latvians,15728.5,4/2621/F3034
15726,Latvijas padomju,15729.5,4/2621/F3035
15727,Latypov,15730.5,4/2622/F3036
15728,Laube,15731.5,4/2622/F3037
15729,Laud,15732.5,4/2622/F3038
15730,Laude,15733.5,4/2622/F3039
15731,Laue,15734.5,4/2622/F3040
15732,Lauf,15735.5,4/2622/F3041
15733,Lauge,15736.5,4/2622/F3042
15734,Laughter,15737.5,4/2623/F3043
15735,Lauke,15738.5,4/2623/F3044
15736,Launay,15739.5,4/2623/F3045
15737,Laundy,15740.5,4/2623/F3046
15738,Laurel,15741.5,4/2623/F3047
15739,Laurens,15742.5,4/2623/F3048
15740,Laurent,15743.5,4/2623/F3049
15741,"Laurent, P",15744.5,5/2624/F3050
15742,Laurer,15745.5,5/2624/F3051
15743,Laurin,15746.5,5/2624/F3052
15744,Lausanne,15747.5,5/2624/F3053
15745,Laut,15748.5,5/2624/F3054
15746,Lauterback,15749.5,5/2624/F3055
15747,Lauw,15750.5,5/2624/F3056
15748,Laval,15751.5,5/2625/F3057
15749,LaVallee,15752.5,5/2625/F3058
15750,Lavas,15753.5,5/2625/F3059
15751,Lavedan,15754.5,5/2625/F3060
15752,Lavender,15755.5,5/2625/F3061
15753,Lavers,15756.5,5/2625/F3062
15754,Lavin,15757.5,5/2625/F3063
15755,Lavocat,15758.5,5/2626/F3064
15756,Lavra,15759.5,5/2626/F3065
15757,Lavrov,15760.5,5/2626/F3066
15758,Law (Person),15761.5,sub
15759,Law (Subject),15762.5,sub
15760,Law (Philosophy),15763.5,3/2631/F3121
15761,"Law, Accident",15764.5,3/2631/F3122
15762,"Law, Germanic",15765.5,3/2631/F3123
15763,"Law, Maritime",15766.5,6/2632/F3124
15764,"Law, Saxon",15767.5,6/2632/F3125
15765,"Law (Titles, etc.)",15768.5,6/2632/F3126
15766,Law and politics,15769.5,6/2632/F3127
15767,Law and socialism,15770.5,6/2632/F3128
15768,Law and society,15771.5,6/2632/F3129
15769,Law enforcement (Subject),15772.5,6/2632/F3130
15770,"Law enforcement (Titles, etc.)",15773.5,6/2632/F3134
15771,"Law, language and communication",15774.5,6/2633/F3135
15772,Law of the ...,15775.5,6/2633/F3136
15773,"Law reports, digests, etc.",15776.5,sub
15774,"Law reports (Titles, etc.)",15777.5,2/2634/F3147
15775,Lawes,15778.5,2/2634/F3148
15776,Lawless,15779.5,2/2634/F3149
15777,Lawrence,15780.5,2/2634/F3150
15778,"Lawrence, David H",15781.5,sub
15779,"Lawrence, David H (Subject)",15782.5,2/2634/F3154
15780,"Lawrence, David M",15783.5,2/2634/F3155
15781,"Lawrence, J",15784.5,6/2635/F3131
15782,"Lawrence, R",15785.5,6/2635/F3132
15783,"Lawrence, V",15786.5,6/2635/F3133
15784,Lawrenceville,15787.5,6/2635/F3156
15785,Laws,15788.5,6/2635/F3157
15786,Lawson,15789.5,6/2635/F3158
15787,"Lawson, M",15790.5,6/2635/F3159
15788,Lawton,15791.5,6/2636/F3160
15789,Lawyers,15792.5,sub
15790,Lawyers (Canon law),15793.5,6/2636/F3168
15791,Lay,15794.5,6/2636/F3169
15792,Layard,15795.5,6/2636/F3170
15793,Layman,15796.5,6/2637/F3171
15794,Layton,15797.5,6/2637/F3172
15795,Lazard,15798.5,6/2637/F3173
15796,Lazarillo de Tormes,15799.5,6/2637/F3174
15797,Lazarte,15800.5,6/2637/F3175
15798,Lazo,15801.5,6/2637/F3176
15799,Le,15802.5,7/2638/F3177
15800,Lea,15803.5,7/2638/F3178
15801,Leach,15804.5,7/2638/F3179
15802,Leacock,15805.5,7/2638/F3180
15803,Lead ores,15806.5,7/2638/F3181
15804,Leadership,15807.5,sub
15805,"Leadership (Titles, etc.)",15808.5,7/2639/F3187
15806,League,15809.5,7/2639/F3188
15807,League of Arab States,15810.5,7/2639/F3189
15808,League of Nations,15811.5,sub
15809,League of Nations (info),15812.5,info/HH
15810,League of Nations (Subject),15813.5,sub
15811,"League of Nations (Titles, etc.)",15814.5,7/2641/F3215
15812,Leah,15815.5,7/2641/F3216
15813,Leaman,15816.5,7/2641/F3217
15814,Lear,15817.5,1/2642/F3218
15815,Learned,15818.5,1/2642/F3219
15816,Learning,15819.5,1/2642/D4812
15817,"Learning, Psychology of",15820.5,sub
15818,"Learning, Theory of",15821.5,1/2642/F3225
15819,Learning and scholarship,15822.5,sub
15820,"Learning ... (Titles, etc.)",15823.5,1/2642/F3229
15821,Leary,15824.5,7/2643/F3230
15822,Least,15825.5,7/2643/F3231
15823,Leather,15826.5,7/2643/F3232
15824,Leave,15827.5,7/2643/F3233
15825,Leavitt,15828.5,7/2643/F3234
15826,Lebanon (Person),15829.5,7/2643/F3235
15827,Lebanon (Place),15830.5,sub
15828,Lebanon (Vilayet),15831.5,7/2644/F1505
15829,Lebbe,15832.5,7/2644/F1506
15830,Lebedev,15833.5,7/2644/F1507
15831,Lebedeva,15834.5,7/2644/F1508
15832,Leben,15835.5,7/2645/F1509
15833,Lebende,15836.5,7/2645/F1510
15834,Leber,15837.5,7/2645/F1511
15835,Leblanc,15838.5,7/2645/F1512
15836,Leblond,15839.5,7/2645/F1513
15837,Lebon,15840.5,7/2645/F1514
15838,Lebra,15841.5,7/2645/F1515
15839,Lebrun,15842.5,8/2646/F3238
15840,Leca,15843.5,8/2646/F1516
15841,Lecce,15844.5,8/2646/F1517
15842,LeChevalier,15845.5,8/2646/F1518
15843,Lecker,15846.5,8/2646/F1519
15844,Leclerc,15847.5,8/2646/F1520
15845,Leclercq,15848.5,8/2646/F1521
15846,Leclos,15849.5,8/2647/F1522
15847,Lecomte,15850.5,8/2647/F1523
15848,Leconte,15851.5,8/2647/F1524
15849,Lecornu,15852.5,8/2647/F1525
15850,Lect,15853.5,8/2647/F1526
15851,Lecture,15854.5,8/2647/D4808
15852,Lecture notes in C,15855.5,8/2647/F1527
15853,Lecture notes in E,15856.5,8/2647/F1528
15854,Lecture notes in mathematics,15857.5,sub
15855,Lecture notes in medical,15858.5,8/2648/F1534
15856,Lecture notes in P,15859.5,8/2648/F1535
15857,Lectures,15860.5,8/2648/F1536
15858,Lectures on ...,15861.5,8/2649/F1540
15859,Lectures on S,15862.5,8/2649/F1541
15860,Ledat,15863.5,8/2649/F1542
15861,Lederer,15864.5,8/2649/F1543
15862,Ledesma,15865.5,8/2649/F1544
15863,Ledoux,15866.5,8/2649/F1545
15864,Ledure,15867.5,8/2649/F1546
15865,Lee,15868.5,8/2650/F1547
15866,"Lee, C",15869.5,8/2650/F1548
15867,"Lee, E",15870.5,8/2650/F1549
15868,"Lee, G",15871.5,8/2650/F1550
15869,"Lee, I",15872.5,8/2650/F1551
15870,"Lee, K",15873.5,8/2650/F1552
15871,"Lee, Nathaniel",15874.5,sub
15872,"Lee, Nathaniel (Subject)",15875.5,5/2651/F1556
15873,"Lee, Nelson",15876.5,5/2651/F1557
15874,"Lee, Robert Edward",15877.5,5/2651/F1558
15875,"Lee, S",15878.5,5/2651/F1559
15876,"Lee, T",15879.5,5/2651/F1560
15877,"Lee (Titles, etc.)",15880.5,5/2651/F1561
15878,Leeches,15881.5,5/2651/F1562
15879,"Leeds, England",15882.5,5/2651/F1563
15880,"Leeds (Titles, etc.)",15883.5,9/2652/F1564
15881,Leer,15884.5,9/2652/F1565
15882,Leese,15885.5,9/2652/F1566
15883,Leeuwenhoek,15886.5,9/2652/F1567
15884,Lefebvre,15887.5,9/2652/F1568
15885,LeFeron,15888.5,9/2652/F1569
15886,Lefevre,15889.5,9/2652/F1570
15887,"LeFevre, N",15890.5,9/2653/F1571
15888,Leff,15891.5,9/2653/F1572
15889,Lefort,15892.5,9/2653/F1573
15890,Lefrancais,15893.5,9/2653/F1574
15891,Lefton,15894.5,9/2653/F1575
15892,Legal,15895.5,9/2653/F1576
15893,Legal assistance,15896.5,9/2654/F1577
15894,Legal I,15897.5,9/2654/F1578
15895,Legal S,15898.5,9/2654/F1579
15896,LeGall,15899.5,9/2654/F1580
15897,Legan,15900.5,9/2654/F1581
15898,Legend,15901.5,9/2654/F1582
15899,Legende,15902.5,9/2654/F1583
15900,Legends,15903.5,sub
15901,"Legends, American",15904.5,9/2655/F1590
15902,"Legends, Norse",15905.5,9/2655/F1591
15903,Leger,15906.5,9/2655/F1592
15904,"Leger, L",15907.5,9/2655/F1593
15905,Legge,15908.5,11/2656/F1594
15906,Legh,15909.5,11/2656/F1595
15907,Legislation,15910.5,sub
15908,Legislation (Roman law),15911.5,11/2656/F1600
15909,Legislative,15912.5,11/2656/F1533
15910,Legislative bodies,15913.5,sub
15911,"Legislative bodies ... (Titles, etc.)",15914.5,11/2656/F1607
15912,Legislative P,15915.5,5/2657/F1608
15913,Legislators,15916.5,sub
15914,"Legislators, Afro-American",15917.5,5/2657/F1615
15915,LeGoff,15918.5,5/2657/F1616
15916,Legrand,15919.5,5/2657/F1617
15917,Legrande,15920.5,5/2657/F1618
15918,LeGuin,15921.5,6/2658/F1619
15919,Lehe,15922.5,6/2658/F1620
15920,Lehman,15923.5,6/2658/F1621
15921,Lehmann,15924.5,6/2658/F1622
15922,"Lehmann, H",15925.5,6/2658/F1623
15923,"Lehmann, K",15926.5,6/2658/F1624
15924,"Lehmann, R",15927.5,6/2658/F1625
15925,Lehmbeck,15928.5,7/2659/F1626
15926,Lehnert,15929.5,7/2659/F1627
15927,Lehrbuch,15930.5,7/2659/F1628
15928,Lehre,15931.5,7/2659/F1629
15929,Lehrs,15932.5,7/2659/F1630
15930,Leiber,15933.5,7/2659/F1631
15931,"Leibniz, Gottfried",15934.5,7/2659/F1632
15932,"Leibniz, Gottfried (Subject)",15935.5,sub
15933,"Leibniz (Titles, etc.)",15936.5,7/2660/F1638
15934,Leicester,15937.5,7/2660/F1639
15935,Leicestershire,15938.5,7/2660/F1640
15936,Leider,15939.5,7/2660/F1641
15937,Leigh,15940.5,7/2660/F1642
15938,"Leigh, R",15941.5,7/2661/F1643
15939,Leighton,15942.5,7/2661/F1644
15940,Leighty,15943.5,7/2661/F1645
15941,Leins,15944.5,7/2661/F1646
15942,Leipzig,15945.5,sub
15943,Leipzig (Bezirk),15946.5,7/2661/F1652
15944,Leir,15947.5,11/2662/F1653
15945,Leisi,15948.5,11/2662/F1654
15946,Leisure (Subject),15949.5,11/2662/F1655
15947,"Leisure (Titles, etc.)",15950.5,11/2662/F1656
15948,Leiter,15951.5,11/2662/F1657
15949,Leitner,15952.5,11/2662/F1658
15950,Leiva,15953.5,11/2662/F1659
15951,Lejey,15954.5,2/2663/F1660
15952,Lekov,15955.5,2/2663/F1661
15953,Lektira,15956.5,2/2663/F1662
15954,Leland,15957.5,2/2663/F1663
15955,"Leland, J",15958.5,2/2663/F1664
15956,Lelewel,15959.5,2/2663/F1665
15957,Lely,15960.5,2/2663/F1666
15958,Lemaire,15961.5,3/2664/F1667
15959,Lemaitre,15962.5,3/2664/F1668
15960,Leman,15963.5,3/2664/F1669
15961,LeMay,15964.5,3/2664/F1670
15962,Lemercier,15965.5,3/2664/F1671
15963,Lemieux,15966.5,3/2664/F1672
15964,Lemmo,15967.5,3/2664/F1673
15965,Lemon,15968.5,3/2665/F1674
15966,Lemos,15969.5,3/2665/F1675
15967,Lemps,15970.5,3/2665/F1676
15968,"Lenau, Nicolaus",15971.5,sub
15969,"Lenau, Nicolaus (Subject)",15972.5,3/2665/F1681
15970,Lenau Almanach,15973.5,3/2665/F1936
15971,Lend,15974.5,3/2665/F1682
15972,Leng,15975.5,3/2665/F1683
15973,Lengyel,15976.5,3/2666/F1684
15974,"Lenin, Vladimir",15977.5,sub
15975,"Lenin, Vladimir (Subject)",15978.5,sub
15976,"Lenin, Vladimir, In fiction, drama, poetry, etc.",15979.5,5/2667/F1701
15977,"Lenin (Titles, etc.)",15980.5,5/2667/F1702
15978,Lenin library,15981.5,5/2667/F1703
15979,Leningrad,15982.5,sub
15980,Leningrad (Government),15983.5,9/2669/F1735
15981,Leninism,15984.5,9/2669/F1736
15982,Leninske,15985.5,9/2669/F1737
15983,Lenk,15986.5,6/2670/F1695
15984,Lennig,15987.5,6/2670/F1739
15985,Lenom,15988.5,6/2670/F1740
15986,Lense,15989.5,6/2670/F1741
15987,Lenti,15990.5,6/2670/F1742
15988,Lenz,15991.5,6/2670/F1743
15989,"Lenz, O",15992.5,11/2671/F1744
15990,Leo (Forename),15993.5,11/2671/F1745
15991,Leo (Surname),15994.5,11/2671/F1746
15992,"Leo (Titles, etc.)",15995.5,11/2671/F1747
15993,Leon,15996.5,11/2671/F1748
15994,"Leon, M",15997.5,11/2671/F1749
15995,Leon Portilla,15998.5,11/2671/F1750
15996,Leonard,15999.5,11/2672/F1751
15997,"Leonard, L",16000.5,11/2672/F1752
15998,Leonardo (Forename),16001.5,sub
15999,Leonardo (Forename) (info),16002.5,info/N
16000,Leonardo (Surname),16003.5,11/2672/F1759
16001,Leonet,16004.5,11/2672/F1761
16002,Leonid,16005.5,11/2673/F1762
16003,Leons,16006.5,11/2673/F1763
16004,Leopardi,16007.5,11/2673/F1764
16005,"Leopardi, Giacomo",16008.5,sub
16006,"Leopardi, Giacomo (Subject)",16009.5,11/2673/F1769
16007,"Leopardi, M",16010.5,11/2673/F1770
16008,Leopold (Forename),16011.5,11/2673/F1771
16009,Leopold (Forename) (info),16012.5,info/N
16010,Leopold (Surname),16013.5,11/2673/F1772
16011,Lepage,16014.5,11/2674/F1773
16012,Lepera,16015.5,11/2674/F1774
16013,Lepin,16016.5,11/2674/F1775
16014,Lepp,16017.5,11/2674/F1776
16015,Leprosy,16018.5,11/2674/F1777
16016,Lequel,16019.5,11/2674/F1778
16017,Lerche,16020.5,9/2675/F1779
16018,Leris,16021.5,9/2675/F1780
16019,Lermontov,16022.5,9/2675/F1781
16020,Lerner,16023.5,9/2675/F1782
16021,"Lerner, N",16024.5,9/2675/F1783
16022,Leroux,16025.5,9/2675/F1784
16023,Leroy,16026.5,9/2675/F1785
16024,"LeRoy, M",16027.5,9/2676/F1786
16025,Lerro,16028.5,9/2676/F1787
16026,LeSage,16029.5,9/2676/F1788
16027,Lesar,16030.5,9/2676/F1789
16028,Lesch,16031.5,9/2676/F1790
16029,Leser,16032.5,9/2676/F1791
16030,Lesk,16033.5,9/2676/F1792
16031,Lesle,16034.5,9/2677/F1793
16032,Leslie,16035.5,9/2677/F1794
16033,"Leslie, G",16036.5,9/2677/F1795
16034,"Leslie, W",16037.5,9/2677/F1796
16035,Leson,16038.5,9/2677/F1797
16036,Lespy,16039.5,9/2677/F1798
16037,Lessar,16040.5,9/2677/F1799
16038,Lessing,16041.5,9/2677/F1800
16039,"Lessing, Gotthold Ephraim, 1729-1781",16042.5,sub
16040,"Lessing, Gotthold Ephraim, 1729-1781 (Subject)",16043.5,sub
16041,"Lessing, Gotthold Ephraim, 1903-",16044.5,11/2678/F1808
16042,Lesson,16045.5,11/2678/F1809
16043,Lester,16046.5,11/2678/F1810
16044,Lestie,16047.5,11/2678/F1813
16045,L'Estrange,16048.5,11/2678/F1811
16046,"L'Estrange, Roger",16049.5,sub
16047,"L'Estrange, Roger (Subject)",16050.5,11/2678/F1817
16048,"L'Estrange, W",16051.5,11/2678/F1818
16049,Let,16052.5,3/2679/F1819
16050,Letcher,16053.5,3/2679/F1820
16051,Leti,16054.5,3/2679/F1821
16052,Letopis,16055.5,3/2679/F1822
16053,Letov,16056.5,3/2679/F1823
16054,Letter (Person),16057.5,3/2679/F1824
16055,"Letter (Titles, etc.)",16058.5,3/2679/F1825
16056,Letter from ...,16059.5,3/2679/F1826
16057,Letter from B,16060.5,8/2680/F1827
16058,Letter of ...,16061.5,8/2680/F1828
16059,Letter to ...,16062.5,8/2680/F1829
16060,Letter to D,16063.5,8/2680/F1830
16061,Letter to the ...,16064.5,8/2680/F1831
16062,Letter-writing,16065.5,8/2680/F1832
16063,Letteratura,16066.5,8/2680/F1833
16064,Lettere,16067.5,8/2680/F1834
16065,Lettering,16068.5,9/2681/F1835
16066,Letters,16069.5,9/2681/F1836
16067,Letters from ...,16070.5,9/2681/F1839
16068,Letters from the ...,16071.5,9/2681/F1840
16069,Letters of ...,16072.5,9/2681/F1841
16070,Letters on ...,16073.5,9/2681/F1842
16071,Letters to ...,16074.5,9/2681/F1843
16072,Lettice,16075.5,9/2681/F1844
16073,Lettre,16076.5,9/2681/F1845
16074,Lettre et ...,16077.5,10/2682/F1847
16075,Lettres a ...,16078.5,10/2682/F1848
16076,Lettres de ...,16079.5,10/2682/F1849
16077,Lettres portugaises,16080.5,10/2682/F1850
16078,Letz,16081.5,10/2682/F1851
16079,Leuchtmann,16082.5,10/2682/F1852
16080,Leung,16083.5,10/2682/F1853
16081,Leutrat,16084.5,10/2683/F1854
16082,Leva,16085.5,10/2683/F1855
16083,Levant (Person),16086.5,10/2683/F1856
16084,Levant (Place),16087.5,sub
16085,"Levant, New York",16088.5,10/2683/F1864
16086,Levee,16089.5,10/2683/F1865
16087,Levend,16090.5,10/2684/F1866
16088,Levenson,16091.5,10/2684/F1867
16089,Lever,16092.5,10/2684/F1868
16090,Leverett,16093.5,10/2684/F1869
16091,Leveson,16094.5,10/2684/F1870
16092,Levi,16095.5,10/2684/F1871
16093,"Levi, H",16096.5,10/2684/F1872
16094,"Levi, S",16097.5,10/2685/F1874
16095,Levi-Strauss,16098.5,10/2685/F1875
16096,Leviant,16099.5,10/2685/F1876
16097,Levin,16100.5,10/2685/F1877
16098,"Levin, I",16101.5,10/2685/F1878
16099,"Levin, P",16102.5,10/2685/F1879
16100,Levine,16103.5,10/2685/F1880
16101,"Levine, M",16104.5,7/2686/F1881
16102,Levinge,16105.5,7/2686/F1882
16103,Levis,16106.5,7/2686/F1883
16104,Levitan,16107.5,7/2686/F1884
16105,Levitt,16108.5,7/2686/F1885
16106,Levron,16109.5,7/2686/F1886
16107,Levy,16110.5,7/2686/F1887
16108,"Levy, F",16111.5,7/2686/F1888
16109,"Levy, K",16112.5,10/2687/F1889
16110,"Levy, R",16113.5,10/2687/F1890
16111,"Levy (Titles, etc.)",16114.5,10/2687/F1891
16112,Lewent,16115.5,10/2687/F1892
16113,Lewin,16116.5,10/2687/F1893
16114,"Lewin, R",16117.5,10/2687/F1894
16115,Lewis,16118.5,10/2688/F1895
16116,"Lewis, B",16119.5,10/2688/F1896
16117,"Lewis, Ch",16120.5,10/2688/F1897
16118,"Lewis, D",16121.5,10/2688/F1898
16119,"Lewis, F",16122.5,10/2688/F1899
16120,"Lewis, H",16123.5,10/2688/F1900
16121,"Lewis, J",16124.5,10/2688/F1901
16122,"Lewis, K",16125.5,10/2689/F1902
16123,"Lewis, M",16126.5,10/2689/F1903
16124,"Lewis, N",16127.5,10/2689/F1904
16125,"Lewis, P",16128.5,10/2689/F1905
16126,"Lewis, S",16129.5,10/2689/F1906
16127,"Lewis, W",16130.5,10/2689/F1907
16128,"Lewis, William",16131.5,10/2689/F1908
16129,"Lewis, Wyndham",16132.5,10/2689/F1846
16130,"Lewis (Titles, etc.)",16133.5,10/2689/F1909
16131,Lewisburg,16134.5,10/2689/F1910
16132,Lewy,16135.5,10/2689/F1911
16133,Lex,16136.5,10/2689/F1912
16134,Lexicology,16137.5,10/2689/F1913
16135,Lexikon,16138.5,10/2689/F1914
16136,Lexington,16139.5,10/2689/F1915
16137,Ley,16140.5,10/2689/F1916
16138,Leybourn,16141.5,10/2691/F1917
16139,Leyden (Person),16142.5,10/2691/F1918
16140,Leyden (Place),16143.5,sub
16141,"Leyden, Mass.",16144.5,10/2691/F1925
16142,Leyh,16145.5,10/2691/F1926
16143,Leysen,16146.5,10/2691/F1927
16144,Lezin,16147.5,10/2691/F1928
16145,Lhermet,16148.5,10/2692/F1929
16146,Lhota,16149.5,10/2692/F1930
16147,Li,16150.5,10/2692/F1931
16148,"Li, L",16151.5,10/2692/F1932
16149,Li (Hainan people),16152.5,10/2692/F1933
16150,Liability,16153.5,10/2692/F1934
16151,Liaison,16154.5,10/2692/F1935
16152,Liapin,16155.5,11/2693/F1938
16153,Liba,16156.5,11/2693/F1939
16154,Libby,16157.5,11/2693/F1940
16155,Libel,16158.5,11/2693/F1941
16156,Liber,16159.5,11/2693/F1942
16157,Liber pontificalis,16160.5,11/2693/F1944
16158,Liberal education,16161.5,11/2693/F1838
16159,Liberal socialism,16162.5,11/2694/F1837
16160,Liberalism,16163.5,sub
16161,Liberalism (Religion),16164.5,11/2694/F1949
16162,Liberation,16165.5,11/2694/F3240
16163,Liberia,16166.5,sub
16164,"Liberia (Titles, etc.)",16167.5,11/2695/F3246
16165,Libertad,16168.5,11/2695/F3247
16166,Liberty (Person),16169.5,11/2695/F3248
16167,Liberty (Place),16170.5,11/2695/F3249
16168,Liberty (Subject),16171.5,sub
16169,Liberty (Islam),16172.5,11/2696/F3257
16170,Liberty of speech,16173.5,11/2696/F3258
16171,Liberty of the press,16174.5,sub
16172,Liberty of the Savoy,16175.5,11/2696/F3264
